! FILETYPE CSV
! VERSION 3.0,1
! TIMESTAMP Monday, 16 February 2026 10:38:11
! TIMEZONE 
! NAME Keysight Technologies
! MODEL N9916A
! SERIAL MY61272135
! FIRMWARE_VERSION A.12.21
! VF, 1.000
! Media, Coax
! IF_BW, 10000
! Output_Power_Mode, MAN
! Output_Power_Level, -15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 0488314514
! TraceAverageCount, 1
! CORRECTION1 ON U
! CORR TIMESTAMP1 2/16/2026 10:30:43 AM
! Smoothing, Off
! Mag_Offset, 0 dB
! Phase_Offset, 0 Deg
! Slope, 0 dB/GHz
! Electrical_Delay, 0 s
! DATA Freq,S11
! FREQ UNIT Hz
! XDATA UNIT Real
! YDATA UNIT Imaginary
BEGIN
50000000,0.216293873362972,-0.99400768019074
50500000,0.196638258079261,-0.999925586375447
51000000,0.174085330498677,-1.00344485060325
51500000,0.153545094711866,-1.00535990722101
52000000,0.130972151748988,-1.00807670129415
52500000,0.107026241562088,-1.01039016491013
53000000,0.081914559618648,-1.01119902783229
53500000,0.0631211291263228,-1.01266603999851
54000000,0.0360060668840882,-1.01146056455021
54500000,0.0115239299338394,-1.00949706357493
55000000,-0.0123956056893813,-1.00501025201707
55500000,-0.0389201266125162,-1.00169618640682
56000000,-0.0636655280947106,-0.995606997176026
56500000,-0.0907123566783954,-0.989808124792973
57000000,-0.116403375556089,-0.982179630071964
57500000,-0.14268771861049,-0.973364221637332
58000000,-0.170911495314068,-0.961918807646804
58500000,-0.197812203693017,-0.950217533660707
59000000,-0.226702281845051,-0.937459321609574
59500000,-0.254141510348875,-0.920266548120279
60000000,-0.282555454151554,-0.905704410228998
60500000,-0.311482931889384,-0.882563501458748
61000000,-0.340018391897329,-0.863921154165385
61500000,-0.367990004682756,-0.842299143985248
62000000,-0.394293371892758,-0.814806973939216
62500000,-0.42085672223684,-0.788485379553357
63000000,-0.44767183949571,-0.758115239468871
63500000,-0.473280560461657,-0.724691179512824
64000000,-0.497761767701484,-0.690093473466204
64500000,-0.522881299803463,-0.651112239918989
65000000,-0.543677550613753,-0.613129881419079
65500000,-0.56318430704904,-0.567680452717099
66000000,-0.58184259615791,-0.522409399872351
