! FILETYPE CSV
! VERSION 3.0,1
! TIMESTAMP Monday, 16 February 2026 10:39:45
! TIMEZONE 
! NAME Keysight Technologies
! MODEL N9916A
! SERIAL MY61272135
! FIRMWARE_VERSION A.12.21
! VF, 1.000
! Media, Coax
! IF_BW, 10000
! Output_Power_Mode, MAN
! Output_Power_Level, -15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1780725305
! TraceAverageCount, 1
! CORRECTION1 ON U
! CORR TIMESTAMP1 2/16/2026 10:30:43 AM
! Smoothing, Off
! Mag_Offset, 0 dB
! Phase_Offset, 0 Deg
! Slope, 0 dB/GHz
! Electrical_Delay, 0 s
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT Degrees
BEGIN
50000000,-77.2366522699042
50500000,-78.3803226876082
51000000,-79.5896518399295
51500000,-80.7613256044191
52000000,-82.1692260255153
52500000,-83.4196511044902
53000000,-84.6568582236686
53500000,-85.9304220865984
54000000,-87.2952310659544
54500000,-88.6265063447671
55000000,-90.0259344844692
55500000,-91.4300074707574
56000000,-92.9168663953891
56500000,-94.4511095993628
57000000,-95.9581550000516
57500000,-97.4757164475238
58000000,-99.1702958721458
58500000,-100.691458062144
59000000,-102.683551080155
59500000,-104.388808155971
60000000,-106.275390511644
60500000,-108.237305598382
61000000,-110.179056916474
61500000,-112.397728265932
62000000,-114.525342640565
62500000,-116.715917157869
63000000,-119.175572544203
63500000,-121.594158668127
64000000,-124.183995723609
64500000,-126.868510865225
65000000,-129.715427723482
65500000,-132.798164514287
66000000,-135.949009398269
66500000,-139.172732732718
67000000,-142.815692538162
67500000,-146.392137076388
68000000,-150.176083981112
68500000,-154.343347677827
69000000,-158.756617950152
69500000,-163.047375936284
70000000,-167.783728383825
70500000,-172.537496898507
71000000,-177.924318510704
71500000,176.602351083836
72000000,170.867766453449
72500000,164.741354492435
73000000,157.916249485331
73500000,151.49691792649
74000000,144.137188450345
74500000,136.172812469791
75000000,128.568166851417
75500000,118.837940038478
76000000,107.9380746593
76500000,97.0148898435608
77000000,84.6141572346153
77500000,73.6570954184454
78000000,60.0983244051359
78500000,46.5362060794487
